repo_owner,repo_name,payload_commit_msg,created_at,TRUE_VALUE,Final_Themes,
freebsd,freebsd,"Implement my first cut at filtered frames in aggregation sessions. The hardware can optionally ""filter"" frames if successive transmissions to a given node (ie, ""entry in the keycache"") fail. That way the hardware can implement a kind of early abort of all the other frames queued to that destination, rather than simply trying to TX each frame to that destination (and failing.) The background: * If a frame comes back as being filtered, the hardware didn't try to TX it (or it was outside the TX burst opportunity.) So, take it as a hint that some (but not all, see below) frames to the destination may be filtered. * If the CLRDMASK bit is set in a TX descriptor, the ""filter to this destination"" bit in the keycache entry is cleared and TX to that host will be unconditionally retried. * Right now everything has the CLRDMASK bit set, so filtered frames tend to be aggregates and frames that fall outside of the WME burst window. It was a bit worse in the past as I had messed up the TX flags and CLRDMASK wasn't being set on aggregate frames. The annoying bits: * It's easy (ish) to do for aggregate session frames - firstly, they can be retried in any order as long as they're within the BAW, and there's already a bunch of infrastructure tracking how many frames the TID has queued to the hardware (tid->hwq_depth.) However, for frames that bypassed the software queue, hwq_depth doesn't get incremented. I'll fix that in a subsequent commit. * For non-aggregate session frames, the only retries that can occur are ones for sequence numbers that hvaen't successfully been TXed yet. Since there's no re-ordering going on in non-aggregate sessions, if any subsequent seqno frames make it out, any filtered frames before that seqno need to be dropped. Hence why this initially is just for aggregate session frames. * Since there may be intermediary frames to the destination that have CLRDMASK set - for example, any directly dispatched management frames to that destination - it's possible that there will be some filtered frames followed up by some non filtered frames. Thus, it can't be assumed that once you see a filtered frame for the given destination node, all subsequent frames for all TIDs will be filtered. Ok, with that in mind: * Create a per-TID filtered frame queue for frames that the hardware returns as filtered. * Track filtered frames per-tid, rather than per-node. It just makes the locking much easier. * When a filtered frame appears in the completion function, the node transitions to ""filtered"", and all subsequent completed error frames (filtered or otherwise) are put on the filtered frame queue. The TID is paused once (during the transition from non-filtered to filtered). * If a filtered frame retry count exceeds SWMAX_RETRIES, a BAR should be sent. * Once all the frames queued to the hardware for the given filtered frame TID, transition back from filtered frame to non-filtered frame, which means pre-pending all the filtered frames onto the head of the software queue, clearing the filtered frame state and unpausing the TID. Things get quite hairy around handling completion (aggr, non-aggr, norm, direct-dispatched frames to a hardware queue); whether it's an ""error"", ""cleanup"" or ""BAR"" state as well as filtered, which order to do things in (eg do filtered BEFORE checking for BAR, as the filter completion may be needed to actually transmit a BAR frame.) This work has definitely reminded me that I have to tidy up all the locking and remove some of the ridiculous lock/unlock/lock/unlock going on in the completion functions. It's also reminded me that I should really split out TID versus hardware TXQ locking, even if the underlying locking is still the destination hardware TXQ. Finally, this is all pre-requisite for working on AP mode power save support (PS-POLL, uAPSD) as well as improving performance to misbehaving nodes (as they can transition into filter mode, stopping any TX until everything has caught up.) Finally (ish) - this should also be done for non-aggregate sessions as there are still plenty of laptops and mobile devices that don't speak 802.11n but do wish for stable, useful power save AP support where packets aren't simply dropped. This requires software retransmission for non-aggregate sessions to be implemented, which includes the caveats I've mentioned above. Finally finally - this doesn't yet do anything about the CLRDMASK bit in the TX descriptor. That's still unconditionally set to 1. I'll debug the current work (mostly ensuring I haven't busted up the hairy transitions between BAR, filtered, error (all frames in an aggregate failing) and cleanup (when transitioning from aggregation -> non-aggregation.)) Finally finally finally - this is all original work by yours truely, rather than ported from the Atheros internal driver codebase or Linux ath9k. Tested: * AR9280, AR5416 in STA mode * AR9280, AR9130 in hostap mode * Lots and lots of iperf testing in very marginal and non-marginal conditions, complete with inducing filtered frames + BAR TX conditions. git-svn-id: svn+ssh://svn.freebsd.org/base/head@240639 ccf9f872-aa2e-dd11-9fc8-001c23d0bc1f",18/09/2012 10:22,0,,
SchedMD,slurm,Patches to energy consumption logic Fix to some un/pack logic Fix to test12.5 for new sacct help format Address various compiler warnings,25/09/2012 19:50,0,,
freebsd,freebsd,"Map the non-QoS TID to the voice queue, in order to ensure important things like EAPOL frames make it out. After a whole bunch of hacking/testing, I discovered that they weren't being early-dropped by the stack (but I should look at ensuring that later..) but were even making to the hardware transmit queue. They were mostly even being received by the remote end. However, the remote end was completely ignoring them. This didn't happen under 150-170MBit TCP tests as I'm guessing the TX queue stayed very busy and the STA didn't do any scanning. However, when doing 100Mbit/s of TCP traffic, the STA would do background scanning - which involves it coming in and out of powersave mode with the AP. Now, this is a total and utter hack around the real problems, which are: * I need to implement proper power save handling and integrate it into the filtered frames support, so the driver/stack doesn't send frames whilst the station is actually in sleep; * .. but frames were actually making it to the STA (macbook pro) and the AP did receive an ACK; but a tcpdump on the receiving side showed the EAPOL frame never made it. So the stack was dropping it for some reason; * Importantly - the EAPOL frames are currently going into the non-QoS TID, which maps to the BE queue and is susceptible to that queue being busy doing other things, but; * There's other traffic going on in the non-QoS TID from other contexts when scanning is going on and it's possible there's some races causing sequence number/IV issues, but; * Importantly importantlly, I think the interaction with TID 16 multicast traffic in power save mode is causing issues - since I -believe- the sequence number space being used by the EAPOL frames on TID 16 overlaps with the multicast frames that have sequence numbers allocated and are then stuffed on the cabq. Since with EAPOL frames being in TID 16 and queued to the BE queue, it's going to be waiting to be serviced with all of the aggregate traffic going on - and if the CABQ gets emptied beforehand, those TID 16 multicast frames with sequence numbers will go out beforehand. Now, there's quite likely a bunch of ""stuff happening slightly out of sequence"" going on due to the nature of the TX path (read: lots of overlapping and concurrent ath_start() and ath_raw_xmit() calls going on, sigh) but I thought I had caught them all and stuffed each TID TX behind a lock (that lasted as long as it needed to in order to get the frame onto the relevant destination queue - thus keeping things in order.) Unfortunately the last problem is the big one and I'm going to stare at it some more. If it _is_ So this is a work around for now to ensure that EAPOL frames actually make it out before any other stuff in the non-QoS TID and HOPEFULLY before the CABQ gets active. I'm now going to spend a little time in the TX path figuring out exactly why the sender is rejecting things. There's two (well, three if you count EAPOL contents invalid) possibilities: * The sequence number is out of order (ie, something else like the multicast traffic on CABQ) is going out first on TID 16; * The CCMP IV is out of order (similar to above - but less likely, as the TX key for multicast traffic is different to unicast traffic); * EAPOL contents strangely invalid. AP: Ubiquiti RSPRO, AR9160/AR9220 NICs STA: Macbook Pro, Broadcom 11n NIC git-svn-id: svn+ssh://svn.freebsd.org/base/head@240946 ccf9f872-aa2e-dd11-9fc8-001c23d0bc1f",26/09/2012 3:52,0,,
mozilla-b2g,gaia,Merge pull request #5359 from fabi1cazenave/battery [settings] description of the Power Save Mode,28/09/2012 2:53,0,,
anudipa,phonelab,Added project PowerReflect which calculates power consumption,01/10/2012 20:39,0,,
krendil,asi-estimator,Beginnings of suggest power consumption,02/10/2012 0:54,0,,
freebsd,freebsd,"Pause and unpause the software queues for a given node based on the net80211 node power save state. * Add an ATH_NODE_UNLOCK_ASSERT() check * Add a new node field - an_is_powersave * Pause/unpause the queue based on the node state * Attempt to handle net80211 concurrency issues so the queue doesn't get paused/unpaused more than once at a time from the net80211 power save code. Whilst here (and breaking my usual rule), set CLRDMASK when a queue is unpaused, regardless of whether the queue has some pending traffic. This means the first frame from that TID (now or later) will hvae CLRDMASK set. Also whilst here, bump the swretrymax counters whenever the filtered frames code expires a frame. Again, breaking my rule, but this is just a statistics thing rather than a functional change. This doesn't fix ps-poll (but it doesn't break it too much worse than it is at the present) or correcting the TID updates. That's next on the list. Tested: * AR9220 AP (Atheros AP96 reference design) * Macbook Pro and LG Optimus 1 Android phone, both setting and clearing power save state (but not using PS-POLL.) git-svn-id: svn+ssh://svn.freebsd.org/base/head@241170 ccf9f872-aa2e-dd11-9fc8-001c23d0bc1f",03/10/2012 23:36,0,,
denahiro,TrainScheduler,"Updated turnaround, and added output for peak energy consumption",06/10/2012 13:17,0,,
radekp,linux-2.6,"gta04 - apply voltage for VSIM (external GPS antenna) http://lists.goldelico.com/pipermail/gta04-owner/2012-September/002961.html On Thu, 13 Sep 2012 19:03:26 +0200 Christoph Mair <christoph.mair at gmail.com> wrote: > On Wed, Sep 12, 2012 at 8:38 PM, Radek Polak <psonek2 at seznam.cz> wrote: > > QtMoko v48 is out now, you can download images for Freerunner and GTA04 from > > here [1][2]. For more info about QtMoko please visit our homepage [3]. > > Thanks for another great release! > > > * changes for 3.5 kernel on gta04 > > * turning of gps antena on gta04 during startup to save power > > I've noticed that my device does not recognize the external antenna > anymore. The VSIM regulator which supplies the antenna delivers only > 1.8V instead of 2.8V. I haven't looked at the kernel source yet, but > there might be a bug somewhere because 'cat > /sys/class/regulator/regulator.8/microvolts' returns 1.8V while the > min and max parameters are set to 2.8V Try diff --git a/arch/arm/mach-omap2/board-omap3gta04.c b/arch/arm/mach-omap2/board-omap3gta04.c index 8d750d2..19b9fe3 100644 --- a/arch/arm/mach-omap2/board-omap3gta04.c +++ b/arch/arm/mach-omap2/board-omap3gta04.c @@ -572,6 +572,7 @@ static struct regulator_init_data gta04_vsim = { .name = ""VSIM"", .min_uV = 2800000, .max_uV = 2800000, + .apply_uV = 1, .valid_modes_mask = REGULATOR_MODE_NORMAL | REGULATOR_MODE_STANDBY, .valid_ops_mask = REGULATOR_CHANGE_VOLTAGE without this, it just assumes the voltage is correct. NeilBrown",08/10/2012 4:27,0,,
ericdea,cmsi370,added the header 'Energy Saver' using bootstrap.,09/10/2012 21:39,0,,
Chiru,ChiruAddons,Added a noise background for indicating missing webgl context (tablet devices seem to lose the context if they are in power saving mode long enough).,15/10/2012 8:58,0,,
hsenot,bip,Initial support for adding an energy efficient project to a building,16/10/2012 8:20,0,,
ivanich,android_kernel_htc_msm8660,"msm_fb: display: no early suspend for writeback panel Writeback panel is not real physical panel and no power consumption concern, so it is removed from early suspend registration to avoid open fb2 error during suspend/resume. Change-Id: Ic61f69e069f2da8c73f2b5a13d103a2f20034d20 Signed-off-by: Huaibin Yang <huaibiny@codeaurora.org> Conflicts: drivers/video/msm/msm_fb.c",16/10/2012 19:58,0,,
blackoutinn372,BlackoutSolarCalculator,Added Power Consumption support for the desktop client. Added Power Consumption and Savings web service methods for the desktop client.,21/10/2012 8:37,0,,
pkerpedjiev,ernwin,ImgHelixEnergy efficiency improvements.,23/10/2012 4:39,0,,
temasek,android_kernel_samsung_smdk4412,power: Samsung factory limit workaround This avoids userspace factory limit of the CPU frequency without breaking power savings mode.,24/10/2012 8:51,0,,
AdiPat,android_kernel_tegra_n1,"time: RCU permitted to stop idle entry via softirq RCU needs to be able to use softirq to stop idle entry in order to be able to drain RCU callbacks from the current CPU, which in turn enables faster entry into dyntick-idle mode, which in turn reduces power consumption. This commit therefore silences the error message that is sometimes produced when the going-idle CPU suddenly finds that it has an RCU_SOFTIRQ to process. Signed-off-by: Paul E. McKenney <paul.mckenney@linaro.org> backported by faux123 from Linux 3.5+ to Linux 3.0",24/10/2012 19:24,0,,
rickysarraf,laptop-mode-tools,"Be specific on what file systems we want to handle I don't want an ever growing list of unreal file systems to maintain. Also, it is not a good idea to assume all real file systems support all common options. Example: btrfs will not play well with commit intervals Similarly, what power saving measuers do we want to apply on network file systems - smbfs, nfs etc. Hence, we will now be explicit on what we not to control",25/10/2012 15:20,0,,
FDemicheli,contiki-branch,Metric avg energy consumed,03/11/2012 11:20,0,,
daib,streamit,parse router performance counters and compute power consumption by calling a orion2 program,07/11/2012 6:56,0,,
SchedMD,slurm,"Updates to energy accounting work The patch contains: 1) general code cleanup 2) documentation concerning the energy framework 3) fix for sstat header/data mismatch problem 4) changes on the rapl plugin to print the average power consumption between 2 measurements in place of an instantaneous value: this is printed for CurrentWatts value of ""scontrol show node"" 5)the memory leak that Moe located on cpu frequency code we are currently working on the following : - the requested frequency as described by Martin - rapl fine grain measurements (socket level) - the ipmi plugin based on freeipmi and we hope to have them either during your 2.5.0.rc1 testing period or for the 2.5.1",07/11/2012 20:03,0,,
dpinney,omf,"Energy consumption now broken out into load, losses, DG and substation contributions.",07/11/2012 21:22,0,,
serac,powermon,Add feature to compare power consumption with other stations on usage page.,09/11/2012 19:53,0,,
winki,SpaceWars,energy consum,12/11/2012 16:15,0,,
lenb,linux,"tools/power turbostat: print Watts Intel's Sandy Bridge and Ivy Bridge processor generations support RAPL (Run-Time-Average-Power-Limiting). Per the Intel SDM (Intel® 64 and IA-32 Architectures Software Developer Manual) RAPL provides hardware power information and control via MSRs (Model Specific Registers). RAPL MSRs are designed primarily as a method to implement power capping. However, even if power capping is not enabled, the RAPL regsiters are useful for monitoring system power and operation. Turbostat now displays the information provided by reading RAPL MSRs. As always, turbostat never writes any MSRs. turbostat's default display now includes Watts for hardware that supports RAPL: [root@sandy]# turbostat cor CPU %c0 GHz TSC %c1 %c3 %c6 %c7 %pc2 %pc3 %pc6 %pc7 Pkg_W Cor_W GFX_W 0.07 0.80 2.29 0.13 0.00 0.00 99.80 0.43 0.00 0.72 98.16 3.49 0.12 0.14 0 0 0.14 0.80 2.29 0.12 0.00 0.00 99.74 0.43 0.00 0.72 98.16 3.49 0.12 0.14 0 4 0.04 0.80 2.29 0.22 1 1 0.06 0.80 2.29 0.08 0.00 0.00 99.86 1 5 0.03 0.80 2.29 0.10 2 2 0.17 0.80 2.29 0.14 0.00 0.00 99.69 2 6 0.03 0.79 2.29 0.28 3 3 0.03 0.80 2.29 0.07 0.00 0.00 99.90 3 7 0.04 0.80 2.29 0.06 The Pkg_W column shows Watts for each package (socket) in the system. On multi-socket systems, the system summary on the 1st row shows the total. The Cor_W column shows Watts due to processors cores. Core_W is included in Pkg_W. The optional GFX_W column shows Watts due to the graphics ""un-core"". GFX_W is included in Pkg_W. The optional PKG_% column shows the % of time in the measurement interval that RAPL power limiting is in effect. Note that the RAPL energy counters have some limitations. First hardware updates the countesr about once every milli-second. This is fine for typical turbostat measurement intervals > 1 sec. However, when turbostat is used to measure events that approach 1ms, the counters are less useful. Second, the energy counters are 32-bits long and subject to wrapping. For example, the counter increments in 15 micro-Joule units on my local server, and the part could (in theory) consume energy at its TDP specification of 130 Watts. Here the 32-bit Joule counter coult wrap as soon as 8 minutes. Turbostat detects and handles up to 1 counter overflow per interval. But when the measurement interval exceeds the guaranteed counter range, we can't detect if more than 1 overflow occured. So in this case turbostat indicates that the results are in question by replacing the fractional part of the result with ""**"": Pkg_W Cor_W GFX_W 3** 0** 0** Third, the RAPL counters are energy (Joule) counters -- they sum up weighted events in the package to estimate energy consumed. They are not analong power (Watt) meters. In practice, they tend to under-count because they don't cover every possible use of energy in the package. Also, the accuracy of the RAPL counters will vary between product generations, and between SKU's in the same product generation. turbostat's -v option now displays per-Package Thermal Design Power (TDP). This is the specification for the part's maximum power consumption. eg. on a 2-package SNB-Xeon system: cpu0: 130.00 Watts Pkg Thermal Design Spec cpu8: 130.00 Watts Pkg Thermal Design Spec Finally, turbostat's -R option enables decoding and output of all RAPL registers on turbostat startup. Increment turbostat version number to 3. Signed-off-by: Len Brown <len.brown@intel.com>",14/11/2012 20:36,0,,
